,Unnamed: 0,Student ID,student_name,gender,grade,school_name,reading_score,math_score,cat_read,cat_math
38244,38244,38244,Erica Watkins,F,10th,Thomas High School,72,75,aprobado,aprobado
38245,38245,38245,Elizabeth Cook,F,11th,Thomas High School,87,81,aprobado,aprobado
38246,38246,38246,Ryan Romero,M,11th,Thomas High School,75,70,aprobado,aprobado
38247,38247,38247,Michael Bray,M,9th,Thomas High School,77,75,aprobado,aprobado
38248,38248,38248,Ann Taylor,F,11th,Thomas High School,97,96,aprobado,aprobado
38249,38249,38249,Timothy Johnson,M,12th,Thomas High School,97,89,aprobado,aprobado
38250,38250,38250,Victor Sharp,M,11th,Thomas High School,95,80,aprobado,aprobado
38251,38251,38251,Stacy Oconnell,F,12th,Thomas High School,89,77,aprobado,aprobado
38252,38252,38252,Jacqueline Green,F,9th,Thomas High School,94,96,aprobado,aprobado
38253,38253,38253,Edward Solomon,M,10th,Thomas High School,95,90,aprobado,aprobado
38254,38254,38254,Christine Lyons,F,11th,Thomas High School,93,91,aprobado,aprobado
38255,38255,38255,Jordan Mueller,F,10th,Thomas High School,95,70,aprobado,aprobado
38256,38256,38256,Jessica Wade,F,10th,Thomas High School,82,71,aprobado,aprobado
38257,38257,38257,Hannah Hudson,F,11th,Thomas High School,88,68,aprobado,reprobado
38258,38258,38258,Dorothy Cervantes,F,11th,Thomas High School,74,74,aprobado,aprobado
38259,38259,38259,Cassandra Evans,F,10th,Thomas High School,76,76,aprobado,aprobado
38260,38260,38260,Anthony Woods,M,12th,Thomas High School,95,69,aprobado,reprobado
38261,38261,38261,Olivia Pratt,F,9th,Thomas High School,81,73,aprobado,aprobado
38262,38262,38262,Kenneth Baker,M,9th,Thomas High School,70,96,aprobado,aprobado
38263,38263,38263,John Boyd,M,11th,Thomas High School,82,69,aprobado,reprobado
38264,38264,38264,Jesse Wilson,M,10th,Thomas High School,84,93,aprobado,aprobado
38265,38265,38265,Jesse Gilbert,M,9th,Thomas High School,99,90,aprobado,aprobado
38266,38266,38266,David Turner,M,10th,Thomas High School,72,87,aprobado,aprobado
38267,38267,38267,Richard Thomas,M,9th,Thomas High School,92,80,aprobado,aprobado
38268,38268,38268,Paul Thompson,M,11th,Thomas High School,81,81,aprobado,aprobado
38269,38269,38269,Cody Thompson,M,9th,Thomas High School,79,81,aprobado,aprobado
38270,38270,38270,Lindsey Ortiz,F,9th,Thomas High School,90,84,aprobado,aprobado
38271,38271,38271,Charles Holland,M,9th,Thomas High School,74,78,aprobado,aprobado
38272,38272,38272,Michelle Kelly,F,9th,Thomas High School,93,69,aprobado,reprobado
38273,38273,38273,Kristina Arias,F,11th,Thomas High School,82,84,aprobado,aprobado
38274,38274,38274,Ryan Gonzalez,M,11th,Thomas High School,75,96,aprobado,aprobado
38275,38275,38275,Wayne Shepherd,M,11th,Thomas High School,85,74,aprobado,aprobado
38276,38276,38276,Matthew Campbell,M,10th,Thomas High School,82,84,aprobado,aprobado
38277,38277,38277,Yolanda Brooks,F,10th,Thomas High School,74,82,aprobado,aprobado
38278,38278,38278,Timothy Gray,M,11th,Thomas High School,81,83,aprobado,aprobado
38279,38279,38279,Brett Chambers,M,9th,Thomas High School,71,89,aprobado,aprobado
38280,38280,38280,Curtis Parker,M,11th,Thomas High School,71,78,aprobado,aprobado
38281,38281,38281,Hector Romero,M,11th,Thomas High School,69,85,reprobado,aprobado
38282,38282,38282,Norman Moreno,M,9th,Thomas High School,72,95,aprobado,aprobado
38283,38283,38283,Michael Hoffman,M,11th,Thomas High School,81,89,aprobado,aprobado
38284,38284,38284,Natalie Gardner,F,10th,Thomas High School,81,77,aprobado,aprobado
38285,38285,38285,Diane Ray,F,10th,Thomas High School,77,75,aprobado,aprobado
38286,38286,38286,Pam Ellis,F,12th,Thomas High School,95,87,aprobado,aprobado
38287,38287,38287,Stephanie Sandoval,F,9th,Thomas High School,86,74,aprobado,aprobado
38288,38288,38288,Laura Ramos,F,11th,Thomas High School,73,99,aprobado,aprobado
38289,38289,38289,Danielle Acosta,F,12th,Thomas High School,93,75,aprobado,aprobado
38290,38290,38290,Terri Guerra,F,9th,Thomas High School,77,78,aprobado,aprobado
38291,38291,38291,Frank Ramirez,M,10th,Thomas High School,90,76,aprobado,aprobado
38292,38292,38292,Jessica Williams,F,9th,Thomas High School,98,88,aprobado,aprobado
38293,38293,38293,Tina Greer,F,11th,Thomas High School,85,83,aprobado,aprobado
38294,38294,38294,Melissa Martin,F,9th,Thomas High School,72,81,aprobado,aprobado
38295,38295,38295,Kristy Harris,F,11th,Thomas High School,93,70,aprobado,aprobado
38296,38296,38296,Larry Weber,M,9th,Thomas High School,88,91,aprobado,aprobado
38297,38297,38297,Anna Lewis,F,12th,Thomas High School,75,92,aprobado,aprobado
38298,38298,38298,Wesley Fields,M,10th,Thomas High School,73,69,aprobado,reprobado
38299,38299,38299,Aaron Holmes,M,10th,Thomas High School,76,72,aprobado,aprobado
38300,38300,38300,Michael Vasquez,M,11th,Thomas High School,84,94,aprobado,aprobado
38301,38301,38301,Marc Snyder,M,11th,Thomas High School,79,77,aprobado,aprobado
38302,38302,38302,Thomas Tyler,M,12th,Thomas High School,85,83,aprobado,aprobado
38303,38303,38303,James Harrison,M,11th,Thomas High School,72,93,aprobado,aprobado
38304,38304,38304,David Saunders,M,11th,Thomas High School,92,89,aprobado,aprobado
38305,38305,38305,Nathaniel Carr,M,11th,Thomas High School,87,88,aprobado,aprobado
38306,38306,38306,Adam Maxwell,M,10th,Thomas High School,70,92,aprobado,aprobado
38307,38307,38307,Eric Williams,M,10th,Thomas High School,75,74,aprobado,aprobado
38308,38308,38308,Chelsea Castillo,F,12th,Thomas High School,71,96,aprobado,aprobado
38309,38309,38309,Jaime Sloan,F,10th,Thomas High School,97,83,aprobado,aprobado
38310,38310,38310,Sarah Rodriguez,F,11th,Thomas High School,94,94,aprobado,aprobado
38311,38311,38311,Kristina Schaefer,F,11th,Thomas High School,75,96,aprobado,aprobado
38312,38312,38312,Diane Martin,F,12th,Thomas High School,97,73,aprobado,aprobado
38313,38313,38313,Clinton Blake,M,12th,Thomas High School,69,96,reprobado,aprobado
38314,38314,38314,Savannah Smith,F,11th,Thomas High School,69,73,reprobado,aprobado
38315,38315,38315,Heather Hunter,F,9th,Thomas High School,92,93,aprobado,aprobado
38316,38316,38316,Lisa Tucker,F,12th,Thomas High School,76,73,aprobado,aprobado
38317,38317,38317,Renee Moore,F,10th,Thomas High School,75,87,aprobado,aprobado
38318,38318,38318,Nicole White,F,9th,Thomas High School,72,86,aprobado,aprobado
38319,38319,38319,Keith King,M,11th,Thomas High School,74,89,aprobado,aprobado
38320,38320,38320,Amanda Skinner,F,11th,Thomas High School,85,98,aprobado,aprobado
38321,38321,38321,Marcus Wallace,M,12th,Thomas High School,74,97,aprobado,aprobado
38322,38322,38322,James Horton,M,9th,Thomas High School,69,97,reprobado,aprobado
38323,38323,38323,Darrell Simpson,M,10th,Thomas High School,85,80,aprobado,aprobado
38324,38324,38324,Diane Rush,F,10th,Thomas High School,81,75,aprobado,aprobado
38325,38325,38325,Christine Guerrero,F,9th,Thomas High School,76,68,aprobado,reprobado
38326,38326,38326,Rita Perez,F,10th,Thomas High School,95,84,aprobado,aprobado
38327,38327,38327,Sarah Williams,F,10th,Thomas High School,72,86,aprobado,aprobado
38328,38328,38328,Jason Key,M,12th,Thomas High School,70,96,aprobado,aprobado
38329,38329,38329,Christine Smith,F,10th,Thomas High School,99,77,aprobado,aprobado
38330,38330,38330,Jennifer Dixon,F,12th,Thomas High School,74,72,aprobado,aprobado
38331,38331,38331,Timothy Wilson,M,9th,Thomas High School,87,78,aprobado,aprobado
38332,38332,38332,Maxwell Anderson,M,10th,Thomas High School,96,85,aprobado,aprobado
38333,38333,38333,Christina Robinson,F,12th,Thomas High School,84,95,aprobado,aprobado
38334,38334,38334,Abigail Durham,F,9th,Thomas High School,77,82,aprobado,aprobado
38335,38335,38335,Charlotte Graham,F,9th,Thomas High School,69,78,reprobado,aprobado
38336,38336,38336,Tanya Barnes,F,11th,Thomas High School,79,97,aprobado,aprobado
38337,38337,38337,Theresa Gentry,F,12th,Thomas High School,69,95,reprobado,aprobado
38338,38338,38338,Donald Nicholson,M,12th,Thomas High School,93,79,aprobado,aprobado
38339,38339,38339,Nathan Smith,M,10th,Thomas High School,90,84,aprobado,aprobado
38340,38340,38340,Sarah Briggs,F,11th,Thomas High School,96,84,aprobado,aprobado
38341,38341,38341,Joshua Thomas,M,10th,Thomas High School,86,73,aprobado,aprobado
38342,38342,38342,Alexander Wilson,M,9th,Thomas High School,93,88,aprobado,aprobado
38343,38343,38343,David Smith,M,12th,Thomas High School,94,82,aprobado,aprobado
38344,38344,38344,Rebecca Reilly,F,10th,Thomas High School,95,89,aprobado,aprobado
38345,38345,38345,Paul Bowers,M,11th,Thomas High School,93,70,aprobado,aprobado
38346,38346,38346,Teresa Chapman,F,12th,Thomas High School,73,96,aprobado,aprobado
38347,38347,38347,Kimberly Case,F,11th,Thomas High School,94,95,aprobado,aprobado
38348,38348,38348,Guy Goodwin,M,9th,Thomas High School,86,92,aprobado,aprobado
38349,38349,38349,Brenda Rivera,F,10th,Thomas High School,91,92,aprobado,aprobado
38350,38350,38350,Gregory Shepherd,M,12th,Thomas High School,94,69,aprobado,reprobado
38351,38351,38351,Kenneth Simon,M,12th,Thomas High School,84,77,aprobado,aprobado
38352,38352,38352,James Stone,M,9th,Thomas High School,81,96,aprobado,aprobado
38353,38353,38353,Scott Smith,M,11th,Thomas High School,70,74,aprobado,aprobado
38354,38354,38354,Kevin Costa,M,9th,Thomas High School,96,99,aprobado,aprobado
38355,38355,38355,Kayla Williams,F,11th,Thomas High School,92,87,aprobado,aprobado
38356,38356,38356,Joshua Burch,M,9th,Thomas High School,73,80,aprobado,aprobado
38357,38357,38357,Emily Washington,F,10th,Thomas High School,85,98,aprobado,aprobado
38358,38358,38358,Elizabeth Graham,F,11th,Thomas High School,85,74,aprobado,aprobado
38359,38359,38359,Kristy Perry,F,11th,Thomas High School,98,91,aprobado,aprobado
38360,38360,38360,Stacey Rodriguez,F,9th,Thomas High School,78,99,aprobado,aprobado
38361,38361,38361,Brittany Harper,F,12th,Thomas High School,98,92,aprobado,aprobado
38362,38362,38362,Robert Pollard,M,10th,Thomas High School,74,74,aprobado,aprobado
38363,38363,38363,Heidi Gomez,F,11th,Thomas High School,96,99,aprobado,aprobado
38364,38364,38364,Mark White,M,10th,Thomas High School,85,85,aprobado,aprobado
38365,38365,38365,Dustin Meyer,M,10th,Thomas High School,87,91,aprobado,aprobado
38366,38366,38366,Stephanie Pham,F,12th,Thomas High School,80,82,aprobado,aprobado
38367,38367,38367,Jeffery Howard,M,12th,Thomas High School,88,84,aprobado,aprobado
38368,38368,38368,Christina Owen,F,10th,Thomas High School,99,70,aprobado,aprobado
38369,38369,38369,Ana Ellis,F,11th,Thomas High School,93,91,aprobado,aprobado
38370,38370,38370,Evan Jones,M,10th,Thomas High School,69,90,reprobado,aprobado
38371,38371,38371,William Schmidt,M,12th,Thomas High School,72,78,aprobado,aprobado
38372,38372,38372,Elizabeth Johnson,F,10th,Thomas High School,72,84,aprobado,aprobado
38373,38373,38373,Ronald Yates,M,11th,Thomas High School,87,99,aprobado,aprobado
38374,38374,38374,Kenneth Collins,M,9th,Thomas High School,94,93,aprobado,aprobado
38375,38375,38375,Stacey Jennings,F,11th,Thomas High School,75,70,aprobado,aprobado
38376,38376,38376,Brandy Cox,F,11th,Thomas High School,73,82,aprobado,aprobado
38377,38377,38377,Ann Garcia,F,9th,Thomas High School,73,72,aprobado,aprobado
38378,38378,38378,David Young,M,9th,Thomas High School,89,83,aprobado,aprobado
38379,38379,38379,Steven Thompson,M,11th,Thomas High School,79,73,aprobado,aprobado
38380,38380,38380,Kaitlyn Davis,F,11th,Thomas High School,85,73,aprobado,aprobado
38381,38381,38381,Patricia Maddox,F,10th,Thomas High School,84,81,aprobado,aprobado
38382,38382,38382,Dylan Ray,M,11th,Thomas High School,85,91,aprobado,aprobado
38383,38383,38383,Sharon Larson,F,12th,Thomas High School,84,94,aprobado,aprobado
38384,38384,38384,Marc Short,M,11th,Thomas High School,79,88,aprobado,aprobado
38385,38385,38385,John Atkins,M,12th,Thomas High School,90,85,aprobado,aprobado
38386,38386,38386,Eugene Johnson,M,9th,Thomas High School,95,91,aprobado,aprobado
38387,38387,38387,Terry Torres,M,10th,Thomas High School,96,74,aprobado,aprobado
38388,38388,38388,Eric Huff,M,10th,Thomas High School,70,93,aprobado,aprobado
38389,38389,38389,Joseph Kim,M,11th,Thomas High School,69,94,reprobado,aprobado
38390,38390,38390,Katie Neal,F,11th,Thomas High School,99,95,aprobado,aprobado
38391,38391,38391,Amy Vega,F,9th,Thomas High School,95,73,aprobado,aprobado
38392,38392,38392,Daniel Wilson,M,12th,Thomas High School,82,97,aprobado,aprobado
38393,38393,38393,Kurt Martinez,M,12th,Thomas High School,69,81,reprobado,aprobado
38394,38394,38394,Dennis Rodriguez,M,11th,Thomas High School,75,77,aprobado,aprobado
38395,38395,38395,Elaine Stephens,F,11th,Thomas High School,70,92,aprobado,aprobado
38396,38396,38396,Melissa Graves,F,11th,Thomas High School,82,83,aprobado,aprobado
38397,38397,38397,Adrienne Turner,F,9th,Thomas High School,80,78,aprobado,aprobado
38398,38398,38398,Sandra Franco,F,11th,Thomas High School,79,90,aprobado,aprobado
38399,38399,38399,Adam Woods,M,10th,Thomas High School,99,78,aprobado,aprobado
38400,38400,38400,Patrick Joyce,M,11th,Thomas High School,70,70,aprobado,aprobado
38401,38401,38401,Tanya Chen,F,11th,Thomas High School,75,71,aprobado,aprobado
38402,38402,38402,Tracy Dawson,F,10th,Thomas High School,88,90,aprobado,aprobado
38403,38403,38403,Lisa Coleman,F,9th,Thomas High School,85,92,aprobado,aprobado
38404,38404,38404,Brenda Lloyd,F,11th,Thomas High School,98,76,aprobado,aprobado
38405,38405,38405,Brianna Frey,F,10th,Thomas High School,70,96,aprobado,aprobado
38406,38406,38406,Michael Green,M,9th,Thomas High School,70,85,aprobado,aprobado
38407,38407,38407,Megan Page,F,12th,Thomas High School,70,95,aprobado,aprobado
38408,38408,38408,Jordan Long,M,10th,Thomas High School,92,90,aprobado,aprobado
38409,38409,38409,Tracy Lewis,F,12th,Thomas High School,78,81,aprobado,aprobado
38410,38410,38410,Christine Sellers,F,10th,Thomas High School,94,92,aprobado,aprobado
38411,38411,38411,Angela Berger,F,9th,Thomas High School,83,70,aprobado,aprobado
38412,38412,38412,Donald Evans,M,10th,Thomas High School,86,74,aprobado,aprobado
38413,38413,38413,Scott Rowe,M,9th,Thomas High School,72,96,aprobado,aprobado
38414,38414,38414,Veronica Drake,F,9th,Thomas High School,71,77,aprobado,aprobado
38415,38415,38415,David Cohen,M,10th,Thomas High School,75,81,aprobado,aprobado
38416,38416,38416,Mark Rice,M,12th,Thomas High School,98,73,aprobado,aprobado
38417,38417,38417,Jesse Reyes,M,9th,Thomas High School,83,94,aprobado,aprobado
38418,38418,38418,Nicole Ritter,F,9th,Thomas High School,94,80,aprobado,aprobado
38419,38419,38419,Lisa Gentry,F,9th,Thomas High School,86,81,aprobado,aprobado
38420,38420,38420,Terry Scott Jr.,M,9th,Thomas High School,80,84,aprobado,aprobado
38421,38421,38421,Cesar Rodriguez,M,9th,Thomas High School,76,68,aprobado,reprobado
38422,38422,38422,Jennifer Gay,F,12th,Thomas High School,98,77,aprobado,aprobado
38423,38423,38423,David House,M,9th,Thomas High School,81,93,aprobado,aprobado
38424,38424,38424,Michael Moore,M,9th,Thomas High School,93,83,aprobado,aprobado
38425,38425,38425,Jared Woodward,M,12th,Thomas High School,88,68,aprobado,reprobado
38426,38426,38426,Ashley Black,F,11th,Thomas High School,87,78,aprobado,aprobado
38427,38427,38427,Adam Hinton,M,11th,Thomas High School,94,93,aprobado,aprobado
38428,38428,38428,Rebecca Sanchez,F,12th,Thomas High School,86,89,aprobado,aprobado
38429,38429,38429,Daniel Harris,M,10th,Thomas High School,84,87,aprobado,aprobado
38430,38430,38430,Angie Vance,F,10th,Thomas High School,70,77,aprobado,aprobado
38431,38431,38431,Zachary Davis,M,9th,Thomas High School,78,69,aprobado,reprobado
38432,38432,38432,Joshua Glass,M,9th,Thomas High School,79,92,aprobado,aprobado
38433,38433,38433,Scott Mack,M,11th,Thomas High School,76,92,aprobado,aprobado
38434,38434,38434,Diane Morse,F,11th,Thomas High School,77,71,aprobado,aprobado
38435,38435,38435,Lori Jenkins,F,11th,Thomas High School,95,99,aprobado,aprobado
38436,38436,38436,Paul Garcia,M,11th,Thomas High School,77,69,aprobado,reprobado
38437,38437,38437,Jonathan Dunn,M,12th,Thomas High School,95,73,aprobado,aprobado
38438,38438,38438,Dustin Butler,M,10th,Thomas High School,77,70,aprobado,aprobado
38439,38439,38439,Cody Cortez,M,11th,Thomas High School,94,91,aprobado,aprobado
38440,38440,38440,Bridget Benitez,F,10th,Thomas High School,97,94,aprobado,aprobado
38441,38441,38441,Earl Thompson,M,10th,Thomas High School,96,88,aprobado,aprobado
38442,38442,38442,Tracie Stewart,F,10th,Thomas High School,82,77,aprobado,aprobado
38443,38443,38443,Brenda Le,F,12th,Thomas High School,76,79,aprobado,aprobado
38444,38444,38444,Jennifer Combs,F,9th,Thomas High School,92,90,aprobado,aprobado
38445,38445,38445,Elizabeth Stout,F,11th,Thomas High School,72,71,aprobado,aprobado
38446,38446,38446,Edward Lopez,M,12th,Thomas High School,75,68,aprobado,reprobado
38447,38447,38447,Timothy Baird,M,9th,Thomas High School,79,97,aprobado,aprobado
38448,38448,38448,Drew Jones,M,10th,Thomas High School,73,73,aprobado,aprobado
38449,38449,38449,Kevin Gordon,M,11th,Thomas High School,95,86,aprobado,aprobado
38450,38450,38450,Andrew Anthony,M,11th,Thomas High School,93,78,aprobado,aprobado
38451,38451,38451,David Garner,M,10th,Thomas High School,75,97,aprobado,aprobado
38452,38452,38452,Dawn Richards,F,10th,Thomas High School,71,80,aprobado,aprobado
38453,38453,38453,Zachary Sanchez,M,11th,Thomas High School,74,71,aprobado,aprobado
38454,38454,38454,Paul Butler,M,9th,Thomas High School,97,69,aprobado,reprobado
38455,38455,38455,Heidi Rhodes,F,10th,Thomas High School,97,88,aprobado,aprobado
38456,38456,38456,Kimberly Duncan,F,12th,Thomas High School,71,99,aprobado,aprobado
38457,38457,38457,Andrew Jones,M,9th,Thomas High School,91,94,aprobado,aprobado
38458,38458,38458,Scott Walters,M,11th,Thomas High School,93,86,aprobado,aprobado
38459,38459,38459,Travis Johnson,M,10th,Thomas High School,96,90,aprobado,aprobado
38460,38460,38460,Taylor Owen,F,10th,Thomas High School,82,89,aprobado,aprobado
38461,38461,38461,Ryan Reed,M,9th,Thomas High School,98,68,aprobado,reprobado
38462,38462,38462,Erin Miller,F,12th,Thomas High School,83,70,aprobado,aprobado
38463,38463,38463,Tiffany Alvarez,F,9th,Thomas High School,83,81,aprobado,aprobado
38464,38464,38464,Donna Ramirez,F,12th,Thomas High School,79,72,aprobado,aprobado
38465,38465,38465,David Taylor,M,12th,Thomas High School,95,83,aprobado,aprobado
38466,38466,38466,Jacob Roberts,M,9th,Thomas High School,88,71,aprobado,aprobado
38467,38467,38467,John Small,M,10th,Thomas High School,71,98,aprobado,aprobado
38468,38468,38468,Robert Lloyd,M,12th,Thomas High School,85,99,aprobado,aprobado
38469,38469,38469,Joe Ewing,M,10th,Thomas High School,86,82,aprobado,aprobado
38470,38470,38470,William Carter,M,12th,Thomas High School,89,78,aprobado,aprobado
38471,38471,38471,Melinda Thomas,F,10th,Thomas High School,90,96,aprobado,aprobado
38472,38472,38472,Jill Mckinney,F,11th,Thomas High School,91,75,aprobado,aprobado
38473,38473,38473,John Dunn,M,10th,Thomas High School,76,92,aprobado,aprobado
38474,38474,38474,Jordan Martinez,M,12th,Thomas High School,85,95,aprobado,aprobado
38475,38475,38475,Mary Nixon,F,10th,Thomas High School,70,89,aprobado,aprobado
38476,38476,38476,Kristin Taylor,F,9th,Thomas High School,98,90,aprobado,aprobado
38477,38477,38477,Ashley Jimenez,F,11th,Thomas High School,71,82,aprobado,aprobado
38478,38478,38478,Jessica Hill,F,9th,Thomas High School,75,84,aprobado,aprobado
38479,38479,38479,Laurie Fowler,F,12th,Thomas High School,92,85,aprobado,aprobado
38480,38480,38480,Michael Johnson,M,10th,Thomas High School,94,82,aprobado,aprobado
38481,38481,38481,Kevin Foster,M,12th,Thomas High School,96,75,aprobado,aprobado
38482,38482,38482,Michael Stevens,M,10th,Thomas High School,83,95,aprobado,aprobado
38483,38483,38483,Tracy Noble,F,10th,Thomas High School,75,96,aprobado,aprobado
38484,38484,38484,Daniel Schultz,M,10th,Thomas High School,98,92,aprobado,aprobado
38485,38485,38485,Bridget Robles,F,11th,Thomas High School,84,69,aprobado,reprobado
38486,38486,38486,Erin Mccann,F,9th,Thomas High School,79,75,aprobado,aprobado
38487,38487,38487,Paul Hayes,M,10th,Thomas High School,85,95,aprobado,aprobado
38488,38488,38488,Glenn Mercer,M,10th,Thomas High School,74,95,aprobado,aprobado
38489,38489,38489,Charles Flores,M,10th,Thomas High School,78,82,aprobado,aprobado
38490,38490,38490,Melissa Wilson,F,10th,Thomas High School,92,72,aprobado,aprobado
38491,38491,38491,Tim Harris,M,9th,Thomas High School,86,79,aprobado,aprobado
38492,38492,38492,John Stuart,M,12th,Thomas High School,86,78,aprobado,aprobado
38493,38493,38493,Kim Williams,F,9th,Thomas High School,70,91,aprobado,aprobado
38494,38494,38494,Andrew Gomez,M,9th,Thomas High School,75,82,aprobado,aprobado
38495,38495,38495,Beverly Whitney,F,9th,Thomas High School,72,70,aprobado,aprobado
38496,38496,38496,Eric Cox,M,10th,Thomas High School,76,84,aprobado,aprobado
38497,38497,38497,Leslie Kelly,F,10th,Thomas High School,71,70,aprobado,aprobado
38498,38498,38498,Eric Kelley,M,9th,Thomas High School,72,84,aprobado,aprobado
38499,38499,38499,Olivia Hernandez,F,10th,Thomas High School,87,71,aprobado,aprobado
38500,38500,38500,Patrick Garcia,M,12th,Thomas High School,85,88,aprobado,aprobado
38501,38501,38501,Teresa Schultz,F,10th,Thomas High School,98,89,aprobado,aprobado
38502,38502,38502,Kim Peck,F,10th,Thomas High School,89,79,aprobado,aprobado
38503,38503,38503,Laura Murphy,F,9th,Thomas High School,78,95,aprobado,aprobado
38504,38504,38504,George Green,M,12th,Thomas High School,99,76,aprobado,aprobado
38505,38505,38505,Richard Bowman,M,10th,Thomas High School,70,85,aprobado,aprobado
38506,38506,38506,Jasmine Garcia,F,9th,Thomas High School,93,69,aprobado,reprobado
38507,38507,38507,Victoria Harrell,F,12th,Thomas High School,83,98,aprobado,aprobado
38508,38508,38508,Julie Nelson,F,10th,Thomas High School,77,92,aprobado,aprobado
38509,38509,38509,Kristen Gonzalez,F,9th,Thomas High School,74,79,aprobado,aprobado
38510,38510,38510,Michael Carter,M,10th,Thomas High School,72,90,aprobado,aprobado
38511,38511,38511,Arthur Martinez,M,12th,Thomas High School,86,70,aprobado,aprobado
38512,38512,38512,James Cruz,M,11th,Thomas High School,87,71,aprobado,aprobado
38513,38513,38513,Brian Monroe,M,12th,Thomas High School,85,73,aprobado,aprobado
38514,38514,38514,Michael Booth,M,9th,Thomas High School,98,91,aprobado,aprobado
38515,38515,38515,Daniel Simpson,M,12th,Thomas High School,71,90,aprobado,aprobado
38516,38516,38516,Kenneth Smith,M,9th,Thomas High School,82,87,aprobado,aprobado
38517,38517,38517,Joseph Mitchell,M,10th,Thomas High School,87,85,aprobado,aprobado
38518,38518,38518,Allen Payne,M,11th,Thomas High School,87,88,aprobado,aprobado
38519,38519,38519,Lisa Ward,F,10th,Thomas High School,92,92,aprobado,aprobado
38520,38520,38520,Teresa Miller,F,9th,Thomas High School,70,68,aprobado,reprobado
38521,38521,38521,Daniel Wallace,M,12th,Thomas High School,84,86,aprobado,aprobado
38522,38522,38522,Sheena Hill,F,9th,Thomas High School,70,79,aprobado,aprobado
38523,38523,38523,Sarah Scott,F,12th,Thomas High School,81,82,aprobado,aprobado
38524,38524,38524,Michael James,M,9th,Thomas High School,73,81,aprobado,aprobado
38525,38525,38525,Angela Thompson,F,10th,Thomas High School,80,87,aprobado,aprobado
38526,38526,38526,Lindsay Ortiz,F,12th,Thomas High School,72,92,aprobado,aprobado
38527,38527,38527,Catherine Wilson,F,10th,Thomas High School,74,73,aprobado,aprobado
38528,38528,38528,Jill Kim,F,9th,Thomas High School,85,74,aprobado,aprobado
38529,38529,38529,Lauren Wilson,F,11th,Thomas High School,80,76,aprobado,aprobado
38530,38530,38530,Stacey Lee,F,11th,Thomas High School,98,68,aprobado,reprobado
38531,38531,38531,Carmen Kim,F,11th,Thomas High School,74,69,aprobado,reprobado
38532,38532,38532,Jennifer Weaver,F,12th,Thomas High School,90,75,aprobado,aprobado
38533,38533,38533,Kristi Castillo,F,11th,Thomas High School,83,93,aprobado,aprobado
38534,38534,38534,Matthew Perez,M,10th,Thomas High School,83,72,aprobado,aprobado
38535,38535,38535,Diana Mcdaniel,F,9th,Thomas High School,90,73,aprobado,aprobado
38536,38536,38536,Julia King,F,11th,Thomas High School,86,74,aprobado,aprobado
38537,38537,38537,Susan Thomas,F,10th,Thomas High School,77,79,aprobado,aprobado
38538,38538,38538,Lisa Price,F,9th,Thomas High School,96,99,aprobado,aprobado
38539,38539,38539,Nancy Hopkins,F,10th,Thomas High School,96,88,aprobado,aprobado
38540,38540,38540,Danny Miller,M,9th,Thomas High School,90,76,aprobado,aprobado
38541,38541,38541,Paul Ewing,M,12th,Thomas High School,84,70,aprobado,aprobado
38542,38542,38542,Frank Davis,M,10th,Thomas High School,83,80,aprobado,aprobado
38543,38543,38543,Jeffrey Schultz,M,9th,Thomas High School,82,93,aprobado,aprobado
38544,38544,38544,Misty Nguyen,F,12th,Thomas High School,88,85,aprobado,aprobado
38545,38545,38545,Leroy Shaffer,M,11th,Thomas High School,93,68,aprobado,reprobado
38546,38546,38546,Raymond Hawkins,M,9th,Thomas High School,70,90,aprobado,aprobado
38547,38547,38547,Robert Lewis,M,9th,Thomas High School,70,78,aprobado,aprobado
38548,38548,38548,Anna Jacobs,F,12th,Thomas High School,86,82,aprobado,aprobado
38549,38549,38549,Nathan Adams,M,9th,Thomas High School,77,92,aprobado,aprobado
38550,38550,38550,Christy Ryan,F,10th,Thomas High School,90,77,aprobado,aprobado
38551,38551,38551,Madison Palmer,F,10th,Thomas High School,86,84,aprobado,aprobado
38552,38552,38552,Christina Hall,F,12th,Thomas High School,69,80,reprobado,aprobado
38553,38553,38553,Charles Dickson,M,11th,Thomas High School,76,97,aprobado,aprobado
38554,38554,38554,Pamela Thompson,F,10th,Thomas High School,71,92,aprobado,aprobado
38555,38555,38555,Meghan Williams,F,12th,Thomas High School,71,84,aprobado,aprobado
38556,38556,38556,Gerald Jones,M,9th,Thomas High School,89,83,aprobado,aprobado
38557,38557,38557,Tara Simpson,F,12th,Thomas High School,86,92,aprobado,aprobado
38558,38558,38558,Ryan Fernandez,M,9th,Thomas High School,95,99,aprobado,aprobado
38559,38559,38559,Marissa Wilson,F,10th,Thomas High School,78,78,aprobado,aprobado
38560,38560,38560,Heather Leblanc,F,12th,Thomas High School,73,76,aprobado,aprobado
38561,38561,38561,Andrea Lee,F,9th,Thomas High School,99,70,aprobado,aprobado
38562,38562,38562,Erica Singh,F,11th,Thomas High School,97,72,aprobado,aprobado
38563,38563,38563,Matthew Crane,M,10th,Thomas High School,86,79,aprobado,aprobado
38564,38564,38564,Jennifer Weaver,F,11th,Thomas High School,92,83,aprobado,aprobado
38565,38565,38565,Brian Thomas,M,12th,Thomas High School,75,82,aprobado,aprobado
